11639	387745
11639	622327
11639	623215
11640	66482
11640	745405
11640	2784093
11641	583346
11641	643310
11641	674150
11641	674126
11641	982304
11641	1120550
11641	1138134
11645	13212
11645	13210
11645	14890
11645	14938
11645	15345
11645	117499
11645	950130
11645	951454
11647	745051
11648	21159
11648	106670
11648	108011
11648	108064
11648	511667
11652	745503
11652	3003228
11653	3006503
11655	659506
11655	659850
11655	673843
11655	674598
11655	674762
11655	748106
11655	874856
11655	891888
11657	390425
11657	874546
11657	1030959
11661	857096
11665	592664
11665	633186
11665	775362
11665	950883
11665	1120510
11667	12173
11667	157773
11667	2784093
11669	2360
11669	172157
11669	176492
11669	302595
11669	622464
11669	1009234
11673	11670
11673	209770
11673	621139
11673	621132
11673	745090
11673	1052137
11673	1058843
11673	1088728
11679	256364
11679	388504
11679	1063586
11681	673684
11681	673885
11681	745972
11681	875129
11681	875442
11685	2022
11685	56622
11685	597565
11685	745292
11685	745808
11685	745810
11685	745887
11685	1060514
11685	29785
11687	55341
11687	55585
11687	56845
11687	334650
11687	334946
11689	626915
11691	388121
11691	388410
11691	744270
11691	744600
11691	744859
11691	832653
11692	625
11692	71100
11692	71152
11692	71272
11692	954598
11693	653994
11693	757822
11693	757964
11695	219361
11695	653994
11698	597891
11698	598770
11698	600021
11698	806935
11698	832386
11698	832677
11698	839630
11698	985107
11700	29580
11700	29599
11700	595878
11700	940166
11704	11670
11704	133250
11704	610829
11704	811816
11706	117955
11706	165379
11706	624790
11706	887427
11706	954611
11708	11858
11708	133250
11708	141960
11708	811829
11708	954763
11718	15178
11718	633134
11718	744843
11718	745293
11718	745917
11718	881689
11718	954581
11718	1112722
11719	388440
11719	389837
11719	391096
11719	771965
11719	913172
11725	334448
11725	335383
11725	387309
11725	390959
11725	622463
11725	776274
11725	789065
11725	1009243
11725	1009215
11725	1009836
11727	9687
11727	252573
11727	450578
11727	835277
11727	1141193
11729	56073
11729	164378
11729	744654
11729	1025023
11729	1058423
11731	745561
11738	1026510
11745	226477
11748	163492
11748	797485
11751	26619
11751	300907
11751	389406
11751	544994
11751	545311
11751	567114
11751	597968
11751	600005
11751	621663
11751	746490
11751	832306
11751	950121
11751	951562
11751	1095011
11751	1138124
11751	1138074
11753	284111
11753	335328
11753	745226
11755	390502
11755	745773
11759	134372
11759	459668
11759	745138
11759	745237
11760	266295
11760	387375
11760	389709
11760	389732
11760	390336
11760	458376
11760	911894
11762	266299
11762	266543
11762	389292
11763	87324
11763	88867
11763	90153
11763	1117000
11765	748139
11765	757737
11774	390757
11774	472186
11774	745565
11774	1065219
11778	55436
11778	3003382
11779	14227
11779	209925
11779	211257
11779	592813
11779	621583
11779	818134
11779	951010
11780	56511
11780	808642
11780	874600
11781	296405
11781	3291977
11783	14227
11783	15589
11783	609870
11783	609932
11783	818134
11783	951010
11783	1168297
11786	117164
11786	738720
11786	745076
11786	745094
11786	954962
11787	387422
11787	388700
11787	389381
11787	479945
11787	479933
11787	479975
11787	744726
11787	744815
11787	788836
11787	3006880
11788	109237
11788	334432
11788	334502
11788	335136
11788	335898
11788	472385
11792	256329
11792	595361
11797	745024
11797	903918
11797	3006880
11798	745460
11798	745721
11798	950976
11798	951626
11798	3003067
11798	3004670
11801	387927
11801	389719
11801	390837
11801	480009
11801	745205
11801	745276
11801	746141
11801	387432
11808	3002237
11812	366833
11814	211357
11814	472518
11814	516676
11814	622392
11814	985142
11814	1009890
11815	33401
11815	458378
11816	13667
11816	211625
11816	479951
11816	555036
11816	744492
11816	751415
11816	751766
11816	889644
11819	14381
11819	360034
11819	744255
11819	744827
11819	744829
11819	745171
11819	769432
11826	774701
11826	1031024
11835	744386
11835	748076
11835	757770
11835	757998
11835	875146
11835	1009895
11842	595160
11842	641841
11842	673967
11842	797331
11842	797589
11842	936450
11845	19980
11845	20518
11845	20831
11845	106752
11845	108379
11845	3275888
11848	389802
11848	390837
11848	746141
11848	773795
11852	387368
11852	388120
11852	388566
11852	479637
11852	744297
11852	744711
11852	745388
11852	769457
11852	788861
11854	20808
11854	388122
11854	388160
11854	744720
11854	744721
11854	745388
11854	769457
11854	771958
11854	950346
11854	950347
11854	971578
11865	205404
11865	205646
11865	1032442
11865	1032847
11865	1032719
11866	29780
11866	1047240
11868	186541
11868	927865
11872	479823
11872	744722
11872	744713
11872	744799
11872	744721
11872	745271
11872	745388
11872	950346
11872	950347
11872	1060536
11873	12308
11873	14950
11873	334650
11873	335020
11873	335261
11873	390441
11873	632894
11873	888676
11873	984989
11875	12308
11875	334650
11875	335020
11875	335261
11875	610522
11875	632894
11875	818365
11875	888676
11876	71709
11876	389546
11876	744722
11876	745246
11876	745247
11876	930686
11876	931286
11876	954864
11877	418860
11877	747961
11877	774976
11880	12165
11880	12943
11880	71480
11880	72072
11880	283442
11880	624790
11880	955031
11880	1078407
11883	13667
11883	165379
11883	744654
11883	745927
11883	832375
11883	1117250
11886	744667
11887	487829
11887	816121
11887	1126489
11888	55672
11888	56410
11888	592774
11888	610965
11888	1014268
11893	13667
11893	55986
11893	744654
11893	751415
11893	949658
11894	1289972
11897	14702
11897	21475
11897	303043
11897	472198
11897	472557
11897	473103
11897	511493
11897	673967
11897	674347
11897	797589
11897	816937
11897	818335
11897	936450
11897	1063606
11897	3419750
11899	71537
11899	484634
11899	797257
11902	4371
11902	593458
11902	1009356
11902	1119417
11904	389130
11904	3627346
11904	387456
11907	107647
11907	515849
11907	745692
11913	549825
11917	3391
11917	137545
11917	520781
11917	950197
11917	951454
11917	954907
11917	984449
11917	984748
11917	1091036
11919	328076
11919	389550
11919	745372
11919	954856
11921	13704
11921	56390
11921	121863
11921	334522
11921	593101
11921	1118923
11921	1136137
11922	388209
11922	745301
11935	744579
11935	745155
11935	745039
11935	745277
11935	745259
11935	745685
11935	1031911
11935	1032808
11939	28639
11939	387693
11939	388353
11939	388704
11939	389258
11939	390413
11939	632460
11939	632938
11939	632899
11939	744976
11939	904047
11939	904037
11939	913549
11939	1053032
11942	744463
11942	744733
11944	744721
11944	771958
11947	388042
11947	388741
11947	390367
11947	390849
11947	745237
11948	388160
11948	745063
11948	745388
11948	745669
11949	387700
11949	387845
11949	388219
11949	744307
11949	745243
11949	745301
11949	775238
11950	745080
11951	117077
11951	390331
11951	887427
11951	954611
11952	14638
11952	117113
11952	117328
11952	117365
11952	117691
11952	327626
11952	811860
11952	811911
11952	1061559
11956	1201709
11957	2301
11957	108957
11957	303010
11957	985085
11959	55427
11959	55467
11959	55429
11959	632768
11959	818306
11959	1013131
11961	172657
11961	388746
11961	390743
11961	776985
11962	334993
11962	389869
11962	744923
11962	890312
11962	949927
11962	1009393
11962	1009508
11962	1009792
11962	1009932
11965	334730
11965	744796
11965	875108
11967	387946
11967	388410
11967	389869
11967	744859
11967	1009393
11967	1009792
11967	1009572
11970	626915
11970	748230
11970	387688
11974	633148
11974	1009679
11974	1009947
11974	1121297
11977	172312
11977	335982
11977	594510
11977	818215
11977	833067
11977	1009463
11977	1032102
11981	164565
11981	744655
11981	744715
11981	745702
11982	479900
11982	744370
11982	744727
11982	744726
11982	745293
11984	387720
11984	389051
11984	545014
11984	744944
11984	745213
11984	745374
11985	11714
11985	327658
11985	815871
11985	818394
11985	950401
11985	1117127
11986	387774
11986	387720
11986	389495
